nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,label
0.5179505348205566,0.3708881139755249,-0.8533771634101868,0.5399836897850037,0.31271007657051086,-0.8076001405715942,0.5548213720321655,0.31466925144195557,-0.8073193430900574,0.5726218819618225,0.31776368618011475,-0.8076165318489075,0.48795947432518005,0.3124370574951172,-0.8018487095832825,0.46969205141067505,0.3150113821029663,-0.8010261654853821,0.4507025182247162,0.3191893398761749,-0.801199734210968,0.6011524796485901,0.3595864474773407,-0.4819180965423584,0.41709867119789124,0.35936975479125977,-0.4399023950099945,0.5488653182983398,0.44569528102874756,-0.7292637825012207,0.47950974106788635,0.45146214962005615,-0.7169125080108643,0.7680040597915649,0.731428861618042,-0.3389991521835327,0.27138233184814453,0.7354587912559509,-0.34153011441230774,0.9071863889694214,1.1966700553894043,-0.3692946135997772,0.1549590826034546,1.185231328010559,-0.41954922676086426,1
0.5163000226020813,0.3705557584762573,-1.2107715606689453,0.5394547581672668,0.3104691207408905,-1.1292644739151,0.5547677278518677,0.3125402629375458,-1.1295310258865356,0.5720484256744385,0.3161233365535736,-1.1296331882476807,0.4871300756931305,0.3114948570728302,-1.1408014297485352,0.4684407711029053,0.31446895003318787,-1.1401522159576416,0.449808269739151,0.3189274072647095,-1.1406153440475464,0.5993817448616028,0.3592158257961273,-0.6410009264945984,0.41713809967041016,0.3596816658973694,-0.6763874888420105,0.5488240122795105,0.4453558623790741,-1.0315971374511719,0.4790385365486145,0.4496620297431946,-1.0417436361312866,0.7615247964859009,0.7317870259284973,-0.34603044390678406,0.2705835700035095,0.7425612211227417,-0.47761255502700806,0.8964150547981262,1.167111873626709,-0.37235668301582336,0.16050392389297485,1.1899783611297607,-0.5368210077285767,1
0.5154780745506287,0.37024444341659546,-1.2349443435668945,0.5391388535499573,0.3082806468009949,-1.154375672340393,0.554745614528656,0.31022292375564575,-1.154700517654419,0.5716131925582886,0.31404706835746765,-1.1548194885253906,0.48643797636032104,0.3105883002281189,-1.163495659828186,0.46739259362220764,0.31398171186447144,-1.1627894639968872,0.44890299439430237,0.3187270760536194,-1.1632440090179443,0.598637580871582,0.3585634231567383,-0.663076639175415,0.4171738624572754,0.3599729835987091,-0.6884157657623291,0.5488410592079163,0.4449535608291626,-1.054729700088501,0.4788910448551178,0.44832879304885864,-1.0619531869888306,0.7584940791130066,0.7320570349693298,-0.35206303000450134,0.27063876390457153,0.7428885102272034,-0.47891098260879517,0.8904445767402649,1.1581554412841797,-0.3846563994884491,0.16277264058589935,1.1900581121444702,-0.5408208966255188,1
0.5152984857559204,0.3702413737773895,-1.2277910709381104,0.5389336347579956,0.30773797631263733,-1.1458103656768799,0.5547237396240234,0.3096799850463867,-1.1461181640625,0.5713170766830444,0.3136170506477356,-1.1462754011154175,0.48617371916770935,0.31049665808677673,-1.1578731536865234,0.4670136868953705,0.3139735460281372,-1.1572734117507935,0.448615700006485,0.3187534213066101,-1.157742977142334,0.5977815985679626,0.35840150713920593,-0.6598860025405884,0.41727933287620544,0.3610812723636627,-0.6973460912704468,0.5489596724510193,0.4448971748352051,-1.0503017902374268,0.47904253005981445,0.44798511266708374,-1.0607216358184814,0.7557842135429382,0.7320631742477417,-0.3508431911468506,0.2707950472831726,0.7433578372001648,-0.49654537439346313,0.8879407644271851,1.139917016029358,-0.3577861487865448,0.1670086532831192,1.1899054050445557,-0.5236850380897522,1
0.5148583650588989,0.37025371193885803,-1.1709483861923218,0.5388563275337219,0.3072647750377655,-1.0932896137237549,0.5547258853912354,0.3092947006225586,-1.0934951305389404,0.5712360739707947,0.3133868873119354,-1.093672513961792,0.48599061369895935,0.31021881103515625,-1.1018307209014893,0.4667031764984131,0.3138016164302826,-1.1011667251586914,0.44834622740745544,0.31866657733917236,-1.1015974283218384,0.5977243781089783,0.3583821654319763,-0.6296111345291138,0.41737738251686096,0.36123234033584595,-0.6498972773551941,0.5489571690559387,0.4448928236961365,-1.0004515647888184,0.47887784242630005,0.44781699776649475,-1.006379246711731,0.7560068368911743,0.7346124053001404,-0.3457578122615814,0.270696222782135,0.7440028786659241,-0.4791741371154785,0.8828117251396179,1.142834186553955,-0.36804789304733276,0.16711117327213287,1.1914767026901245,-0.5622528791427612,1
0.5147213935852051,0.37036094069480896,-1.1581900119781494,0.5388593673706055,0.3070947527885437,-1.0801364183425903,0.5548314452171326,0.3091548979282379,-1.0803648233413696,0.5712348222732544,0.31330034136772156,-1.0805633068084717,0.48597878217697144,0.31009694933891296,-1.089638113975525,0.46665430068969727,0.3137138783931732,-1.088995337486267,0.448297917842865,0.3185993731021881,-1.08944833278656,0.597725510597229,0.35830533504486084,-0.6162338256835938,0.41766053438186646,0.36124229431152344,-0.6380897164344788,0.5489811897277832,0.44494402408599854,-0.9867550134658813,0.4788743853569031,0.4477556347846985,-0.9938085675239563,0.7561373114585876,0.7349647879600525,-0.32580268383026123,0.2707395553588867,0.743975818157196,-0.4711456298828125,0.8822200894355774,1.1464961767196655,-0.35870322585105896,0.16696399450302124,1.1914793252944946,-0.5595570802688599,1
0.5148999691009521,0.3703897297382355,-1.1974046230316162,0.538943886756897,0.3067869544029236,-1.1166350841522217,0.5549885034561157,0.3088567554950714,-1.1169365644454956,0.5712337493896484,0.31306278705596924,-1.1171116828918457,0.4860772490501404,0.30992019176483154,-1.1271699666976929,0.4667259156703949,0.31359758973121643,-1.1265361309051514,0.44835418462753296,0.31854012608528137,-1.126976728439331,0.5976433157920837,0.35812756419181824,-0.6353195309638977,0.41790056228637695,0.36137524247169495,-0.6649466753005981,0.5493561029434204,0.4449543356895447,-1.0207054615020752,0.47939667105674744,0.4477154612541199,-1.029465913772583,0.7562695145606995,0.7354252934455872,-0.33067601919174194,0.2707406282424927,0.7458117604255676,-0.4833221435546875,0.8818222880363464,1.1476603746414185,-0.3763093650341034,0.1694277822971344,1.1932833194732666,-0.5942833423614502,1
0.5147804617881775,0.37038853764533997,-1.1856745481491089,0.5389207005500793,0.306621253490448,-1.1062397956848145,0.5549885034561157,0.30871468782424927,-1.1065444946289062,0.5711063146591187,0.31296488642692566,-1.1067397594451904,0.48607730865478516,0.3097091019153595,-1.1163114309310913,0.4667269289493561,0.31336504220962524,-1.115691065788269,0.4483583867549896,0.31831392645835876,-1.1161483526229858,0.597241997718811,0.35801616311073303,-0.6314789056777954,0.4182499349117279,0.3613155484199524,-0.6595170497894287,0.5493561625480652,0.4449496865272522,-1.0112911462783813,0.47939175367355347,0.44747453927993774,-1.0195276737213135,0.7562810182571411,0.7354775667190552,-0.3307114839553833,0.27073100209236145,0.745850682258606,-0.47916263341903687,0.8822883367538452,1.1452869176864624,-0.3751518130302429,0.1699356883764267,1.193502426147461,-0.5798158645629883,1
0.5147639513015747,0.3699937164783478,-1.1720068454742432,0.5389346480369568,0.3060356378555298,-1.0937302112579346,0.5550495982170105,0.3081677258014679,-1.093969702720642,0.5711009502410889,0.31253543496131897,-1.0941336154937744,0.48610299825668335,0.3090633451938629,-1.1031569242477417,0.4667508006095886,0.31271883845329285,-1.1024821996688843,0.44838768243789673,0.3177442252635956,-1.1029092073440552,0.5972439646720886,0.35778674483299255,-0.6247910261154175,0.418548583984375,0.3610440194606781,-0.649300754070282,0.5493980646133423,0.44458138942718506,-0.9997690320014954,0.4793902039527893,0.44665175676345825,-1.0071582794189453,0.7563137412071228,0.7361624836921692,-0.33059561252593994,0.2707222104072571,0.7457464933395386,-0.47876477241516113,0.8813811540603638,1.146297574043274,-0.3803575038909912,0.1700216680765152,1.1924033164978027,-0.618644654750824,1
0.5147448182106018,0.3699458837509155,-1.190962553024292,0.5389117002487183,0.30586016178131104,-1.11141037940979,0.5550445914268494,0.30795419216156006,-1.1116406917572021,0.5709923505783081,0.3122989535331726,-1.1117557287216187,0.48610323667526245,0.30899345874786377,-1.1210063695907593,0.46675628423690796,0.3126771152019501,-1.1203573942184448,0.44840049743652344,0.3177230656147003,-1.1207959651947021,0.5969102382659912,0.3575476408004761,-0.6379988193511963,0.41870665550231934,0.36108478903770447,-0.6641618013381958,0.5494243502616882,0.4444440007209778,-1.0180611610412598,0.479403018951416,0.44633638858795166,-1.0255829095840454,0.7563520669937134,0.7365046143531799,-0.3457295000553131,0.270954966545105,0.7457284927368164,-0.4871430993080139,0.8807685971260071,1.147360920906067,-0.41894426941871643,0.1703002154827118,1.1939260959625244,-0.6019836068153381,1
0.514492392539978,0.3698863089084625,-1.1813061237335205,0.5387717485427856,0.30567508935928345,-1.1029727458953857,0.5550020933151245,0.3077857792377472,-1.1031824350357056,0.5708456039428711,0.3121585547924042,-1.1032865047454834,0.48590224981307983,0.3088119328022003,-1.1112464666366577,0.46650782227516174,0.31251952052116394,-1.1105573177337646,0.448188841342926,0.31760019063949585,-1.110982060432434,0.5966595411300659,0.3575136959552765,-0.6349167227745056,0.4187171459197998,0.3610842525959015,-0.655951201915741,0.5493971109390259,0.44438448548316956,-1.0105317831039429,0.4790700078010559,0.4460911750793457,-1.0162943601608276,0.7563984394073486,0.737337052822113,-0.34739580750465393,0.27059751749038696,0.7460210919380188,-0.48704734444618225,0.8787699937820435,1.1511709690093994,-0.4229096472263336,0.1714686155319214,1.1999266147613525,-0.6287468075752258,1
